id,source_text,target_text,alt_text
CLEVR_train_3125,are the shiny and matte items that are positioned closest together also the same color?,"[""SELECT['the items']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#2', ', #3 that are positioned closest together']"", ""PROJECT['the color of #REF', '#4']"", ""BOOLEAN['#5', 'the same']""]","[""SELECT['items']"", ""FILTER['#1', 'that are shiny']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#2', 'that are positioned closest together']"", ""INTERSECTION['#1', '#3', '#4']"", ""PROJECT['colors of #REF', '#5']"", ""BOOLEAN['#6', 'are the same as #7']""]-"
CLEVR_train_3126,"What color is the largest, non shiny object?","[""SELECT['object']"", ""FILTER['#1', 'that are shiny']"", ""DISCARD['#1', '#2']"", ""PROJECT['the size of #REF', '#3']"", ""COMPARATIVE['#1', '#4', 'is the largest']"", ""PROJECT['the color of #REF', '#5']""]","[""SELECT['largest object']"", ""FILTER['#1', 'that is non shiny']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3127,What shape is the biggest object?,"[""SELECT['the biggest object']"", ""PROJECT['shape of #REF', '#1']""]","[""SELECT['objects']"", ""PROJECT['the biggest #REF', '#1']"", ""PROJECT['the shape of #REF', '#2']""]"
CLEVR_train_313,Which object is in the foreground?,"[""SELECT['objects']"", ""FILTER['#1', 'that are in the foreground']""]","[""SELECT['object']"", ""FILTER['#1', 'that is in the foreground']""]"
CLEVR_train_3133,Is more than one object purple?,"[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is higher than one']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is more than one']""]"
CLEVR_train_3135,Are any cylinders red and shiny?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are red']"", ""FILTER['#2', 'that are shiny']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is at least one']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are red']"", ""FILTER['#2', 'that are shiny']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4','more than zero']""]"
CLEVR_train_3136,is the green cube the same size as the blue cube?,"[""SELECT['the green cube']"", ""SELECT['the blue cube']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that is green']"", ""FILTER['#1', 'that is blue']"", ""PROJECT['size of #REF', '#2']"", ""PROJECT['size of #REF', '#3']"", ""BOOLEAN['#4', 'is same as #5']""]"
CLEVR_train_3137,how many shiny silver spheres are there,"[""SELECT['shiny spheres']"", ""FILTER['#1', 'that are silver']"", ""AGGREGATE['count', '#2']""]","[""SELECT['spheres']"", ""FILTER['#1', 'that is shiny']"", ""FILTER['#2', 'that is silver']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3138,Is there more than one cyan object?,"[""SELECT['objects']"", ""FILTER['#1', 'that are cyan']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'higher than one']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are cyan']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is higher than one']""]"
CLEVR_train_3139,What color are the two small shapes on the left?,"[""SELECT['small shapes']"", ""FILTER['#1', 'that are on the left']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that are small']"", ""FILTER['#2', 'on the left']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_3140,how many large cubes are metallic?,"[""SELECT['large cubes']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']""]","[""SELECT['large cubes']"", ""FILTER['#1', 'which are metallic']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3141,The smallestt brown sphere larger than the purple cylinder?,"[""SELECT['brown sphere']"", ""PROJECT['size of #REF', '#1']"", ""SUPERLATIVE['min', '#1', '#2']"", ""SELECT['purple cylinder']"", ""PROJECT['size of #REF', '#3']"", ""PROJECT['size of #REF', '#4']"", ""BOOLEAN['#5', 'is higher than #6']""]","[""SELECT['sphere']"", ""FILTER['#1', 'that is brown']"", ""PROJECT['size of #REF', '#2']"", ""SUPERLATIVE['min', '#2', '#3']"", ""SELECT['cylinder']"", ""FILTER['#5', 'that is purple']"", ""PROJECT['size of #REF', '#6']"", ""BOOLEAN['#4', 'larger than #7']""]"
CLEVR_train_3144,"There are three cylinders in a row, how many of them are matte?","[""SELECT['three cylinders']"", ""FILTER['#1', 'that are in a row']"", ""FILTER['#2', 'that are matte']"", ""AGGREGATE['count', '#3']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are in a row']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3145,Is the material of the square and cylinder the same?,"[""SELECT['square']"", ""SELECT['cylinder']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]","[""SELECT['square']"", ""SELECT['cylinder']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]"
CLEVR_train_3147,How many objects are in this picture?,"[""SELECT['objects']"", ""FILTER['#1', 'that are in the picture']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'in this picture']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3148,Are all of these objects cylindrical?,"[""SELECT['objects']"", ""FILTER['#1', 'that are cylindrical']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is equal to #4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are cylindrical']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]"
CLEVR_train_3149,Does the smallestt metallic object share the same shape as the smallestt matte object?,"[""SELECT['metallic object']"", ""FILTER['#1', 'that is smallestt']"", ""SELECT['matte object']"", ""FILTER['#3', 'that is smallestt']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['shape of #REF', '#4']"", ""BOOLEAN['#5', 'is the same as #6']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""FILTER['#1', 'that are matte']"", ""AGGREGATE['min', '#2']"", ""PROJECT['the shape of #REF', '#3']"", ""PROJECT['the shape of #REF', '#4']"", ""BOOLEAN['#5', 'is the same as #6']""]"
CLEVR_train_315,What is the color of the matte cylinder that is closet to the metallic object?,"[""SELECT['object']"", ""FILTER['#1', 'that is metallic']"", ""SELECT['cylinder']"", ""FILTER['#3', 'that is matte']"", ""FILTER['#4', 'that is closet to #2']"", ""PROJECT['the color of #REF', '#5']""]","[""SELECT['the metallic object']"", ""SELECT['cylinders']"", ""FILTER['#2', 'that are matte']"", ""FILTER['#3', 'that are closet to #1']"", ""PROJECT['the color of #REF', '#4']""]"
CLEVR_train_3150,Are all three objects the same color?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'if all three #REF are the same']""]"
CLEVR_train_3151,What color is the tallest cylinder?,"[""SELECT['cylinders']"", ""PROJECT['height of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the highest']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that is tallest']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3154,What shape is the small object that is the same color as all of the cylinders?,"[""SELECT['small object']"", ""SELECT['cylinders']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""PROJECT['shape of #REF', '#5']""]","[""SELECT['cylinders']"", ""PROJECT['color of #REF', '#1']"", ""SELECT['small object']"", ""PROJECT['color of #REF', '#3']"", ""COMPARATIVE['#3', '#4', 'is the same as #2']"", ""PROJECT['shape of #REF', '#5']""]"
CLEVR_train_3155,What color is the big block?,"[""SELECT['big block']"", ""PROJECT['color of #REF', '#1']""]","[""SELECT['blocks']"", ""FILTER['#1', 'that are big']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3157,What color object is farthest front?,"[""SELECT['objects']"", ""FILTER['#1', 'farthest front']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'farthest front']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3160,Is there a block that is behind a larger block?,"[""SELECT['blocks']"", ""FILTER['#1', 'that are large']"", ""FILTER['#1', 'that are behind #2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'more than zero']""]","[""SELECT['blocks']"", ""PROJECT['size of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is larger']"", ""BOOLEAN['#3', 'is behind any #1']""]"
CLEVR_train_3161,Is there just 1 gray cylinder?,"[""SELECT['gray cylinders']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'equal to 1']""]","[""SELECT['gray cylinders']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'is equal to one']""]"
CLEVR_train_3162,Are both the blue balls the same size?,"[""SELECT['the blue balls']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'if both #REF are the same']""]","[""SELECT['blue balls']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'if both #REF are the same']""]"
CLEVR_train_3163,Which color is represented most?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""]","[""SELECT['colors']"", ""PROJECT['represented of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is the highest']""]"
CLEVR_train_3166,Is the number of blue objects equal to the number of cylinders?,"[""SELECT['blue objects']"", ""SELECT['cylinders']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]","[""SELECT['blue objects']"", ""SELECT['cylinders']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is equal to #4']""]"
CLEVR_train_3168,What shape is the green matte object?,"[""SELECT['objects']"", ""FILTER['#1', 'that is matte']"", ""FILTER['#2', 'that is green']"", ""PROJECT['shape of #REF', '#3']""]","[""SELECT['green matte object']"", ""PROJECT['shape of #REF', '#1']""]"
CLEVR_train_3169,What color is the shiny object closest to the camera?,"[""SELECT['objects']"", ""FILTER['#1', 'that are shiny']"", ""PROJECT['the #REF that are closest to the camera', '#2']"", ""PROJECT['the color of #REF', '#3']""]","[""SELECT['the shiny object']"", ""FILTER['#1', 'that is closest to the camera']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_317,What is the shape of the golden item?,"[""SELECT['items']"", ""FILTER['#1', 'that are golden']"", ""PROJECT['the shape of #REF', '#2']""]","[""SELECT['the golden item']"", ""PROJECT['the shape of #REF', '#1']""]"
CLEVR_train_3173,is the yellow cylinder the same color as any of the small spheres?,"[""SELECT['yellow cylinder']"", ""SELECT['small spheres']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['colors of #REF', '#2']"", ""BOOLEAN['#3', 'the same as any of #4']""]","[""SELECT['yellow cylinder']"", ""SELECT['small spheres']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]"
CLEVR_train_3175,Which green object is the most numerous?,"[""SELECT['objects']"", ""FILTER['#1', 'that are green']"", ""PROJECT['how numerous #REF are', '#2']"", ""COMPARATIVE['#2', '#3', 'is the most numerous']""]","[""SELECT['green objects']"", ""FILTER['#1', 'that is the most numerous']""]"
CLEVR_train_3176,Which metal color distorts the color of reflections the most?,"[""SELECT['metals']"", ""PROJECT['reflections of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""FILTER['#3', 'that distorts the most']""]","[""SELECT['metals']"", ""PROJECT['reflections of #REF', '#1']"", ""PROJECT['colors of #REF', '#2']"", ""GROUP['count', '#2', '#3']"", ""COMPARATIVE['#3', '#4', 'is the highest']""]"
CLEVR_train_3178,What shape is the object that is small and shiny?,"[""SELECT['objects']"", ""FILTER['#1', 'that are small']"", ""FILTER['#1', 'that are shiny']"", ""INTERSECTION['#1', '#2', '#3']"", ""PROJECT['shape of #REF', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is small']"", ""FILTER['#2', 'that is shiny']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_3179,Are all the yellow objects the same shape? ,"[""SELECT['yellow objects']"", ""PROJECT['shapes of #REF', '#1']"", ""BOOLEAN['#2', 'all the same']""]","[""SELECT['yellow objects']"", ""PROJECT['shapes of #REF', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is one']""]"
CLEVR_train_3180,There are two purple shapes; what shape are they?,"[""SELECT['purple shapes']"", ""PROJECT['shape of #REF', '#1']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""PROJECT['the shape of #REF', '#2']""]"
CLEVR_train_3184,What color object is there the most of?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]","[""SELECT['colors']"", ""PROJECT['objects of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']""]"
CLEVR_train_3185,What object is between the large blue cube and the small blue cube?,"[""SELECT['objects']"", ""SELECT['large cube']"", ""FILTER['#2', 'that is blue']"", ""SELECT['small cube']"", ""FILTER['#4', 'that is blue']"", ""FILTER['#1', 'betweenleftside #3']"", ""FILTER['#6', 'betweenrightside #5']""]","[""SELECT['objects']"", ""SELECT['the large blue cube']"", ""SELECT['the small blue cube']"", ""FILTER['#1', 'betweenleftside #2']"", ""FILTER['#4', 'betweenrightside #3']""]"
CLEVR_train_3186,Are any of the balls gray?,"[""SELECT['balls']"", ""FILTER['#1', 'that Are gray']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is higher than zero']""]","[""SELECT['balls']"", ""BOOLEAN['#1', 'if any #REF are gray']""]"
CLEVR_train_3187,Is there a yellow matte square to the left of the matte blue ball?,"[""SELECT['matte square']"", ""FILTER['#1', 'that is yellow']"", ""SELECT['matte ball']"", ""FILTER['#3', 'that is blue']"", ""FILTER['#2', 'to the left of #4']"", ""BOOLEAN['#5', 'is there any #REF']""]","[""SELECT['matte square']"", ""FILTER['#1', 'that is yellow']"", ""SELECT['matte ball']"", ""FILTER['#3', 'that is blue']"", ""FILTER['#2', 'to the left of #4']"", ""BOOLEAN['#5', 'Is there any #REF']""]"
CLEVR_train_319,What color is the ball touching the teal cube?,"[""SELECT['cubes']"", ""FILTER['#1', 'that is teal']"", ""SELECT['balls']"", ""FILTER['#3', 'that is touching #2']"", ""PROJECT['color of #REF', '#4']""]","[""SELECT['balls']"", ""SELECT['teal cube']"", ""FILTER['#1', 'touching #2']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_3190,Is there a red ball present?,"[""SELECT['red ball']"", ""BOOLEAN['#1', 'Is there any #REF']""]","[""SELECT['red ball']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'is higher than zero']""]"
CLEVR_train_3191,Is there a blue metallic ball?,"[""SELECT['blue ball']"", ""FILTER['#1', 'that is metallic']"", ""BOOLEAN['#2', 'is there any #REF']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are blue']"", ""FILTER['#2', 'that are metallic']"", ""BOOLEAN['#3', 'if there is a #REF that is']""]"
CLEVR_train_3192,What color object is farthest in front?,"[""SELECT['objects']"", ""FILTER['#1', 'that are the farthest in the front']"", ""PROJECT['the color of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is farthest in front']"", ""PROJECT['color of #REF', '#2']""."
CLEVR_train_3194,Which shape is made of a unique material?,"[""SELECT['shapes']"", ""PROJECT['materials that #REF are made of', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is one']"", ""COMPARATIVE['#1', '#2', 'is #4']""]","[""SELECT['shapes']"", ""PROJECT['materials that #REF are made of', '#1']"", ""COMPARATIVE['#1', '#2', 'is unique']""]"
CLEVR_train_3199,How many flat sides are there on these collective objects?,"[""SELECT['these collective objects']"", ""PROJECT['flat sides of #REF', '#1']"", ""PROJECT['object', '#2']"", ""GROUP['count', '#2', '#3']"", ""AGGREGATE['sum', '#4']""]","[""SELECT['collective objects']"", ""PROJECT['flat sides on #REF', '#1']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_320,Are all cubes pictured the same color?,"[""SELECT['cubes']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'are all #REF the same']""]","[""SELECT['cubes pictured']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'if all #REF are the same color']""]"
CLEVR_train_3202,What is next to the large gold cylinder?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that is gold']"", ""FILTER['#2', 'that is large']"", ""PROJECT['what is next to #REF', '#3']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""FILTER['#2', 'that are gold']"", ""PROJECT['what is next to #REF':"
CLEVR_train_3203,What kind of shapes are in the very front?,"[""SELECT['objects']"", ""FILTER['#1', 'in the very front']"", ""PROJECT['shapes of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are in the very front']"", ""PROJECT['the shapes of #REF', '#2']""]"
CLEVR_train_3204,Which colored cylinder is smaller?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that is smaller']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are smaller']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_3206,Are all of the objects metallic?,"[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#3', 'and #4 are equal']""]","[""SELECT['objects']"", ""FILTER['#1', 'that Are metallic']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is equal to #4']""]"
CLEVR_train_3207,What is the red metallic object in fro front of the small cylinder?,"[""SELECT['red object']"", ""FILTER['#1', 'that is metallic']"", ""SELECT['small cylinder']"", ""FILTER['#1', 'on front of #2']""]","[""SELECT['red object']"", ""FILTER['#1', 'that is metallic']"", ""SELECT['small cylinder']"", ""FILTER['#2', 'that is in front of #3']""]"
CLEVR_train_3208,What shape appears one time?,"[""SELECT['objects']"", ""PROJECT['shapes of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is one']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that appears once']""]"
CLEVR_train_321,Are all the cylinders in this photo the same size?,"[""SELECT['cylinders in this photo']"", ""PROJECT['the sizes of #REF', '#1']"", ""BOOLEAN['#2', 'if all #REF are the same']""]","[""SELECT['cylinders in this photo']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'all the same']""]"
CLEVR_train_3210,are the two large cubes the same material,"[""SELECT['large cubes']"", ""PROJECT['materials of #REF', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is one']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are large']"", ""PROJECT['materials of #REF', '#2']"", ""BOOLEAN['#3', 'are the same']""]"
CLEVR_train_3212,How many yellow colored objects are in this picture?,"[""SELECT['objects']"", ""FILTER['#1', 'that are yellow colored']"", ""FILTER['#2', 'that are in this picture']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""PROJECT['color of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is yellow']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3214,what cube is rubber?,"[""SELECT['cubes']"", ""FILTER['#1', 'that are rubber']""]","[""SELECT['cubes']"", ""FILTER['#1', 'which is rubber']""]"
CLEVR_train_3215,Do the big red object and the small purple object have the same shape?,"[""SELECT['the big red object']"", ""SELECT['the small purple object']"", ""PROJECT['the shape of #REF', '#1']"", ""PROJECT['the shape of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]","[""SELECT['the big red object']"", ""SELECT['the small purple object']"", ""PROJECT['shape of #REF', '#1']"", ""PROJECT['shape of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""."
CLEVR_train_3218,Is there more than one rubber cylinder?,"[""SELECT['cylinder']"", ""FILTER['#1', 'that Is rubber']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'Is more than one']""]","[""SELECT['rubber cylinders']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'is higher than one']""]"
CLEVR_train_3220,What shape is the metallic object that is not a cylinder?,"[""SELECT['metallic objects']"", ""FILTER['#1', 'that is a cylinder']"", ""DISCARD['#1', '#2']"", ""PROJECT['shape of #REF', '#3']""]","[""SELECT['metallic object']"", ""FILTER['#1', 'cylinder']"", ""DISCARD['#1', '#2']"", ""PROJECT['shape of #REF', '#3']""]"
CLEVR_train_3221,are the two cubes the same size?,"[""SELECT['cubes']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]","[""SELECT['cubes']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'if the two #REF are same']""]"
CLEVR_train_3223,What shape is the object that is to the right of all of the other objects,"[""SELECT['object']"", ""FILTER['#1', 'to the right of all other objects']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is to the right of all other objects']"", ""PROJECT['shape of #REF', '#2']""]"
CLEVR_train_3224,What color is least common in cubes?,"[""SELECT['colors']"", ""PROJECT['cubes of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['min', '#1', '#3']""]","[""SELECT['colors']"", ""PROJECT['cubes of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['min', '#1', '#3']""."
CLEVR_train_3228,What color object is reflected in the blue cylinder?,"[""SELECT['objects']"", ""SELECT['cylinders']"", ""FILTER['#2', 'that are blue']"", ""FILTER['#1', 'that is reflected in the #3']"", ""PROJECT['color of #REF', '#4']""]","[""SELECT['objects']"", ""SELECT['cylinders']"", ""FILTER['#2', 'that are blue']"", ""FILTER['#1','reflected in #3']"", ""PROJECT['color of #REF', '#4']""]"
CLEVR_train_3229,What color is the cylinder behind the blue ball?,"[""SELECT['cylinder']"", ""SELECT['blue ball']"", ""FILTER['#1', 'behind #2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['cylinder']"", ""SELECT['ball']"", ""FILTER['#2', 'that is blue']"", ""FILTER['#1', 'behind #3']"", ""PROJECT['color of #REF', '#4']""]"
CLEVR_train_323,How many spheres are in this photo?,"[""SELECT['spheres']"", ""AGGREGATE['count', '#1']""]","[""SELECT['spheres']"", ""FILTER['#1', 'that are in this photo']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3231,How many objects are there that are the same shape?,"[""SELECT['objects']"", ""PROJECT['shapes of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the same']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""PROJECT['shapes of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is one']""]"
CLEVR_train_3232,Are the squares shiny?,"[""SELECT['squares']"", ""SELECT['shiny']"", ""BOOLEAN['#1', 'is #2']""]","[""SELECT['squares']"", ""BOOLEAN['#1', 'if the #REF are shiny']""]"
CLEVR_train_3233,What shape is the object in the background that is not gray?,"[""SELECT['objects']"", ""FILTER['#1', 'in the background']"", ""FILTER['#2', 'that is gray']"", ""DISCARD['#2', '#3']"", ""PROJECT['the shape of #REF', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are in the background']"", ""FILTER['#2', 'that are gray']"", ""DISCARD['#2', '#3']"", ""PROJECT['the shape of #REF', '#4']?""]"
CLEVR_train_3234,How many cyan objects are metallic?,"[""SELECT['cyan objects']"", ""FILTER['#1', 'which are metallic']"", ""AGGREGATE['count', '#2']""]","[""SELECT['cyan objects']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3235,What color is the object that is to the left of the purple sphere and behind the yellow sphere?,"[""SELECT['the purple sphere']"", ""SELECT['the yellow sphere']"", ""SELECT['objects']"", ""FILTER['#3', 'that are to the left of #1']"", ""FILTER['#3', 'that are behind #2']"", ""INTERSECTION['#3', '#4', '#5']"", ""PROJECT['the color of #REF', '#6']""]","[""SELECT['the purple sphere']"", ""SELECT['the yellow sphere']"", ""SELECT['objects']"", ""FILTER['#3', 'that are to the left of #1']"", ""FILTER['#3', 'that are behind #2']"", ""INTERSECTION['#3', '#4', '#5']"", ""PROJECT['color of #REF', '#6']""]"
CLEVR_train_3238,What shape is the object that is large and purple?,"[""SELECT['large object']"", ""FILTER['#1', 'that is purple']"", ""PROJECT['shape of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is large']"", ""FILTER['#2', 'that is purple']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_3239,There is an object hidden by the red cube; what color is it?,"[""SELECT['object']"", ""SELECT['red cube']"", ""FILTER['#1', 'hidden by #2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['the red cube']"", ""SELECT['objects']"", ""FILTER['#2', 'hidden by #1']"", ""PROJECT['the color of #REF', '#3']""]"
CLEVR_train_324,What color is the matte object on the right?,"[""SELECT['objects']"", ""FILTER['#1', 'that are on the right']"", ""FILTER['#2', 'that are matte']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#2', 'on the right']"", ""PROJECT['color of #REF', '#3']""]"
CLEVR_train_3241,What shape is the green metal object?,"[""SELECT['objects']"", ""FILTER['#1', 'that is green']"", ""FILTER['#2', 'that is metal']"", ""PROJECT['shape of #REF', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is green']"", ""FILTER['#2', 'that is metal']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_3242,How many more large cylinders are there as compared to small cylinders?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""FILTER['#1', 'that are small']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""ARITHMETIC['difference', '#4', '#5']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""FILTER['#2', 'that are small']"", ""AGGREGATE['count', '#3']"", ""AGGREGATE['count', '#4']"", ""ARITHMETIC['difference', '#5', '#6']""]"
CLEVR_train_3244,All blocks here are a matte color in nature except the gold one; how would you describe the nature of that color?,"[""SELECT['the gold block']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['nature of #REF', '#2']""]","[""SELECT['blocks']"", ""PROJECT['nature of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is matte']"", ""DISCARD['#1', '#3']"", ""INTERSECTION['#1', '#3', '#4']""."
